Dataset,Method,Normal_pkts,Attack_pkts,Accuracy,F1_Score,Recall,AUC_ROC,TP,FP,TN,FN,Attack_type
OpenEMR healthcare EHR (Simulated NHS Environment),Gradient Boosting + Stratified 5-Fold CV,3111,935,0.8903,0.7293,0.6396,0.89,598,107,3004,337,Brute Force Login (repeated failed authentication)
